,City,Colors Reported,Shape Reported,State,Time
8031,New Smyrna Beach,Red,LIGHT,FL,4/19/1995 0:30
8032,Pembrook Pines,Red,LIGHT,FL,4/19/1995 19:30
8033,Clovis,Red,LIGHT,CA,4/19/1995 19:58
8034,Binghamton,Red,LIGHT,NY,4/19/1995 21:44
8035,Richmond,Red,LIGHT,VA,4/19/1995 21:45
8036,Augusta,Red,LIGHT,ME,4/19/1995 22:19
8037,Lake Sullivan,Red,LIGHT,ID,4/19/1995 23:00
8038,Fargo,RED,LIGHT,ND,4/20/1995 0:02
8039,Watauga,Red,LIGHT,TX,4/20/1995 23:20
8040,Hansville,BLUE,LIGHT,WA,4/21/1995 0:00
8041,Palatine,RED,FIREBALL,IL,4/21/1995 9:30
8042,Newport,Red,LIGHT,OR,4/21/1995 23:00
8043,Oregon,Red,LIGHT,IL,4/21/1995 23:49
8044,Danville,Red,LIGHT,IL,4/22/1995 0:00
8045,Louisville,Red,LIGHT,KY,4/22/1995 0:30
8046,Oregon City,Red,LIGHT,OR,4/22/1995 1:05
8047,Milpitas,Red,LIGHT,CA,4/22/1995 15:00
8048,Portland,Red,LIGHT,OR,4/22/1995 17:15
8049,Bakersfield,Red,LIGHT,CA,4/22/1995 21:44
8050,Seattle,Red,LIGHT,WA,4/22/1995 22:37
8051,Oregon,Red,LIGHT,IL,4/22/1995 23:49
8052,Wheeling,Red,LIGHT,WV,4/23/1995 1:30
8053,MM 99 mile Exit,Red,LIGHT,WA,4/23/1995 3:45
8054,Bradenton,Red,LIGHT,FL,4/23/1995 21:30
8055,Hickory Corners,Red,LIGHT,MI,4/23/1995 21:30
8056,Beaver Creek,Red,LIGHT,OR,4/24/1995 22:14
8057,Quartzsite,Red,TRIANGLE,AZ,4/25/1995 1:30
8058,Grape Creek,Red,LIGHT,IL,4/25/1995 2:30
8059,Portland,Red,LIGHT,OR,4/25/1995 12:30
8060,Brooklyn,Red,LIGHT,OH,4/25/1995 15:15
8061,Flagstaff,RED,TRIANGLE,AZ,4/28/1995 2:45
8062,Grand Rapids,Red,TRIANGLE,MI,4/28/1995 9:30
8063,Spokane,Red,LIGHT,WA,4/29/1995 0:00
8064,Mt. City,Red,LIGHT,TN,4/30/1995 11:55
8065,San Diego,Red,LIGHT,CA,4/30/1995 20:55
8066,Riverview,Red,LIGHT,FL,4/30/1995 22:00
8067,Lansing,Red,CIRCLE,MI,4/30/1995 23:30
8068,White Sands,Red,CHEVRON,NM,5/1/1995 12:00
8069,Killawog,RED YELLOW,LIGHT,NY,5/1/1995 18:00
8070,Sun Prairie,Red,CROSS,WI,5/1/1995 21:00
8071,Brockton,Red,TRIANGLE,MA,5/1/1995 21:30
8072,Zanesville,Red,LIGHT,OH,5/1/1995 22:00
8073,Memphis,Red,LIGHT,TN,5/2/1995 12:00
8074,Reno,Red,LIGHT,NV,5/3/1995 0:54
8075,Amsterdam,Red,LIGHT,NY,5/3/1995 4:05
8076,Alden,Red,LIGHT,NY,5/3/1995 22:30
8077,Fremont,Red,CONE,OH,5/5/1995 15:15
8078,Conifer,Red,CIRCLE,CO,5/5/1995 22:00
8079,Huntington,Red,LIGHT,NY,5/6/1995 14:00
8080,Watertown,Red,LIGHT,CT,5/6/1995 21:00
8081,Lebanon,Red,LIGHT,OR,5/6/1995 23:30
8082,Phoenix,Red,FORMATION,AZ,5/7/1995 1:00
8083,Gresham,Red,LIGHT,OR,5/7/1995 1:30
8084,Cannon,Red,LIGHT,NH,5/7/1995 4:25
8085,Massillon,Red,LIGHT,OH,5/7/1995 12:20
8086,Seattle,Red,LIGHT,WA,5/7/1995 23:45
8087,Vista,Red,LIGHT,CA,5/9/1995 21:10
8088,Columbia,Red,LIGHT,MO,5/10/1995 3:00
8089,Houston,BLUE,LIGHT,TX,5/10/1995 19:00
8090,Whiteriver,Red,LIGHT,AZ,5/10/1995 19:00
8091,Palm Desert,Red,LIGHT,CA,5/11/1995 0:15
8092,Edwards AFB,Red,LIGHT,CA,5/12/1995 0:00
8093,Carmichael,Red,LIGHT,CA,5/12/1995 0:15
8094,Madison,Red,LIGHT,WI,5/12/1995 2:00
8095,Starkey,Red,LIGHT,OR,5/12/1995 7:30
8096,Lackland AFB,Red,DISK,TX,5/12/1995 12:00
8097,Ozark,BLUE,CIGAR,MO,5/12/1995 14:00
8098,Santa Fe,Red,CHEVRON,TX,5/12/1995 20:00
8099,Duarte,Red,LIGHT,CA,5/12/1995 22:50
8100,Scottsdale,Red,OTHER,AZ,5/13/1995 14:00
8101,Seattle,RED,TRIANGLE,WA,5/13/1995 19:30
8102,Tampa,Red,LIGHT,FL,5/13/1995 20:25
8103,Neah Bay,Red,LIGHT,WA,5/13/1995 21:30
8104,Framingham,Red,LIGHT,MA,5/13/1995 21:40
8105,Dayton,Red,LIGHT,OR,5/14/1995 0:54
8106,Lake Forest,Red,LIGHT,IL,5/14/1995 3:00
8107,Silver Beach,Red,LIGHT,NY,5/14/1995 20:37
8108,McKenzie,Red,LIGHT,TN,5/15/1995 0:00
8109,Normal,Red,TRIANGLE,IL,5/15/1995 0:00
8110,Kalama,Red,OTHER,WA,5/15/1995 3:30
8111,Geneva,Red,SPHERE,OH,5/15/1995 4:00
8112,Sage,Red,FIREBALL,CA,5/15/1995 4:30
8113,Portland,Red,LIGHT,OR,5/15/1995 10:30
8114,W. Chicago,Red,LIGHT,IL,5/15/1995 12:30
8115,St. Bonifacious,Red,LIGHT,WI,5/15/1995 15:00
8116,N. Seattle,Red,LIGHT,WA,5/15/1995 16:15
8117,Claverack,Red,TRIANGLE,NY,5/15/1995 18:00
8118,Killawog,Red,LIGHT,NY,5/15/1995 18:30
8119,Hillsborough,Red,LIGHT,NJ,5/16/1995 4:00
8120,Lakewood,Red,FIREBALL,WA,5/16/1995 11:00
8121,Lake Oswego,Red,LIGHT,OR,5/16/1995 22:45
8122,Freeport,RED,OTHER,TX,5/16/1995 23:00
8123,Rochester,Red,FLASH,NY,5/17/1995 21:05
8124,Middletown,Red,LIGHT,CT,5/18/1995 18:30
8125,Las Vegas,Red,LIGHT,NV,5/18/1995 19:30
8126,W. Salem,Red,LIGHT,OR,5/19/1995 9:55
8127,Glendale,RED,TRIANGLE,CA,5/19/1995 22:00
8128,Mt. Jackson,Red,LIGHT,VA,5/19/1995 22:15
8129,Federal Way,Red,LIGHT,WA,5/19/1995 22:30
8130,Marietta,Red,DIAMOND,GA,5/19/1995 22:42
8131,San Diego,Red,LIGHT,CA,5/20/1995 11:30
8132,Kansas City,Red,TRIANGLE,MO,5/20/1995 13:30
8133,Mesquite,Red,SPHERE,TX,5/20/1995 22:00
8134,Charlotte,Red,LIGHT,NC,5/20/1995 23:00
8135,St. Louis,RED GREEN,CIGAR,MO,5/20/1995 23:00
8136,Phoenix,Red,LIGHT,AZ,5/21/1995 19:30
8137,Woburn,Red,LIGHT,MA,5/21/1995 21:45
8138,Fox Chapel,Red,LIGHT,PA,5/21/1995 23:20
8139,Brawley,Red,LIGHT,CA,5/23/1995 5:20
8140,Kent,Red,FORMATION,NE,5/23/1995 20:00
8141,Woodland,Red,LIGHT,ME,5/23/1995 22:50
8142,San Luis Obispo,Red,CIRCLE,CA,5/24/1995 3:00
8143,East Aurora,Red,LIGHT,IL,5/24/1995 21:00
8144,Jeannette,Red,LIGHT,PA,5/24/1995 22:15
8145,Brentwood,Red,LIGHT,TN,5/24/1995 22:35
8146,Pueblo,Red,LIGHT,CO,5/25/1995 0:00
8147,Silverdale,Red,LIGHT,WA,5/25/1995 0:00
8148,Shalimar,Red,TEARDROP,FL,5/25/1995 15:00
8149,Rochester Hills,Red,TRIANGLE,MI,5/26/1995 1:00
8150,Rochester Hills,Red,TRIANGLE,MI,5/26/1995 18:00
8151,Vinton,Red,LIGHT,LA,5/26/1995 22:45
8152,Arlington,Red,LIGHT,WA,5/27/1995 0:30
8153,Tacoma,Red,LIGHT,WA,5/27/1995 0:54
8154,Hialeah,Red,LIGHT,FL,5/27/1995 2:00
8155,Southside,Red,CIRCLE,AL,5/27/1995 17:30
8156,St. Louis,Red,LIGHT,MO,5/28/1995 0:00
8157,Deming,Red,LIGHT,NM,5/28/1995 16:00
8158,Bellevue,BLUE,LIGHT,WA,5/28/1995 23:35
8159,Eagle Creek,Red,LIGHT,OR,5/28/1995 23:35
8160,Shelton,Red,LIGHT,WA,5/28/1995 23:35
8161,Fairfield,BLUE,LIGHT,CA,5/29/1995 2:04
8162,Jamestown,BLUE,LIGHT,CA,5/29/1995 2:30
8163,Auburn,Red,LIGHT,WA,5/29/1995 4:00
8164,Byron,Red,LIGHT,MN,5/30/1995 4:45
8165,Loveland,Red,OTHER,CO,5/31/1995 18:00
8166,Colorado Springs,RED,LIGHT,CO,6/1/1995 1:00
8167,Colorado Springs,RED,LIGHT,CO,6/1/1995 1:00
8168,North Manitou Island Lake,Red,LIGHT,MI,6/1/1995 1:30
8169,Culpeper,Red,LIGHT,VA,6/1/1995 2:00
8170,Mt. Springs,Red,CIGAR,TX,6/1/1995 2:00
8171,Wilton,Red,LIGHT,NY,6/1/1995 2:00
8172,Carson City,Red,LIGHT,NV,6/1/1995 4:00
8173,Los Angeles,Red,CIRCLE,CA,6/1/1995 12:00
8174,Mesa,Red,OTHER,AZ,6/1/1995 12:00
8175,Ravenna,Red,TRIANGLE,OH,6/1/1995 12:00
8176,Craig,Red,VARIOUS,CO,6/1/1995 13:00
8177,Los Angeles,Red,FORMATION,CA,6/1/1995 13:00
8178,Durham,Red,CIRCLE,NC,6/1/1995 15:00
8179,Saint Petersburg,Red,SPHERE,FL,6/1/1995 16:20
8180,Mesa,Red,OVAL,AZ,6/1/1995 18:00
8181,Clarksville,Red,FORMATION,TN,6/1/1995 19:00
8182,Ferndale,BLUE,LIGHT,WA,6/1/1995 19:00
8183,Madras,Red,OTHER,OR,6/1/1995 20:00
8184,Methuen,YELLOW,OVAL,MA,6/1/1995 20:00
8185,Warren,BLUE,TRIANGLE,OH,6/1/1995 20:00
8186,Austin,GREEN,LIGHT,TX,6/1/1995 21:00
8187,Homestead,Red,TRIANGLE,FL,6/1/1995 21:00
8188,Kingsford,Red,DISK,WI,6/1/1995 21:00
8189,Mercer Island,Red,TRIANGLE,WA,6/1/1995 21:00
8190,New Hampshire,Red,LIGHT,NH,6/1/1995 21:00
8191,Pensacola,Red,FLASH,FL,6/1/1995 21:00
8192,Kingsville,Red,OTHER,OH,6/1/1995 22:00
8193,Roebling,Red,LIGHT,NJ,6/1/1995 22:00
8194,Benton City,Red,LIGHT,WA,6/1/1995 22:30
8195,Supply,Red,LIGHT,NC,6/1/1995 22:30
8196,Angels Camp,Red,LIGHT,CA,6/1/1995 23:00
8197,Murphuys,Red,LIGHT,CA,6/1/1995 23:00
8198,Provincetown,Red,LIGHT,MA,6/1/1995 23:00
8199,Mebane,Red,TRIANGLE,NC,6/1/1995 23:30
8200,Wailuku,Red,FIREBALL,HI,6/1/1995 23:45
8201,Hillsboro,Red,LIGHT,OR,6/2/1995 20:12
8202,Gardendale,Red,LIGHT,LA,6/3/1995 3:00
8203,Syracuse,Red,FORMATION,NY,6/3/1995 13:00
8204,Marysville,Red,LIGHT,WA,6/3/1995 22:12
8205,Olympia,Red,LIGHT,WA,6/3/1995 23:30
8206,Goldsboro,Red,LIGHT,NC,6/3/1995 23:53
8207,Addison,RED,LIGHT,TX,6/4/1995 0:00
8208,Aurora,Red,TRIANGLE,IL,6/5/1995 20:00
8209,Dallas,Red,LIGHT,TX,6/6/1995 1:00
8210,Kentwood,Red,CIRCLE,MI,6/6/1995 16:00
8211,Kentwood,Red,SPHERE,MI,6/6/1995 16:00
8212,Golden,Red,OTHER,CO,6/6/1995 18:00
8213,Albany,Red,OTHER,NY,6/6/1995 21:00
8214,Oroville,Red,LIGHT,CA,6/6/1995 21:45
8215,Albany,Red,LIGHT,CA,6/7/1995 21:00
8216,Fresno,Red,LIGHT,CA,6/8/1995 23:45
8217,Fontana,ORANGE,LIGHT,CA,6/9/1995 0:10
8218,Arlington,GREEN,LIGHT,WA,6/9/1995 21:53
8219,El Paso,Red,LIGHT,TX,6/10/1995 18:00
8220,Crescent City,RED BLUE,OVAL,CA,6/10/1995 23:00
8221,New York,BLUE,TRIANGLE,NY,6/10/1995 23:00
8222,Glade Spring,GREEN,LIGHT,VA,6/10/1995 23:20
8223,Cleburne,Red,LIGHT,TX,6/11/1995 0:00
8224,Seattle,Red,LIGHT,WA,6/11/1995 0:00
8225,Sharon,Red,LIGHT,MA,6/11/1995 0:00
8226,Tacoma,Red,LIGHT,WA,6/11/1995 17:15
8227,Modesto,Red,LIGHT,CA,6/11/1995 19:20
8228,Farmington,Red,LIGHT,UT,6/11/1995 19:30
8229,Ogden,Red,LIGHT,UT,6/11/1995 19:30
8230,Fairfield,Red,LIGHT,CA,6/11/1995 22:00
8231,Downey,Red,LIGHT,CA,6/11/1995 23:00
8232,Puyallup,Red,LIGHT,WA,6/11/1995 23:50
8233,Wichita,Red,LIGHT,KS,6/12/1995 0:00
8234,San Francisco,Red,LIGHT,CA,6/12/1995 0:15
8235,Drain,Red,CIRCLE,OR,6/12/1995 23:00
8236,Fort Wayne,Red,LIGHT,IN,6/12/1995 23:26
8237,Long Valley,Red,DISK,NJ,6/13/1995 11:00
8238,Sequim,Red,OVAL,WA,6/13/1995 14:00
8239,Omaha,Red,DISK,NE,6/13/1995 18:00
8240,Tulare,RED,LIGHT,CA,6/13/1995 21:25
8241,Ann Arbor,Red,LIGHT,MI,6/14/1995 1:35
8242,Miami,Red,LIGHT,FL,6/14/1995 21:40
8243,Lakewood,RED,DISK,CA,6/15/1995 0:00
8244,Bridgeport,ORANGE YELLOW,CIRCLE,CT,6/15/1995 2:00
8245,Cameron,Red,LIGHT,LA,6/15/1995 2:00
8246,Leveland,Red,FIREBALL,TX,6/15/1995 2:00
8247,Washington,RED,LIGHT,UT,6/15/1995 2:00
8248,Thomson,Red,OVAL,GA,6/15/1995 11:30
8249,Grand Rapids,Red,DISK,MI,6/15/1995 15:00
8250,Fort Bliss,BLUE,CIRCLE,TX,6/15/1995 18:00
8251,Orange,Red,OVAL,CA,6/15/1995 18:00
8252,Calipatria,Red,CIRCLE,CA,6/15/1995 19:00
8253,Albuquerque,BLUE,DISK,NM,6/15/1995 19:30
8254,Pennsylvania,Red,SPHERE,PA,6/15/1995 19:55
8255,Hesperia,GREEN,LIGHT,CA,6/15/1995 20:00
8256,Kapaau,BLUE,TEARDROP,HI,6/15/1995 20:00
8257,Long Beach,Red,CHEVRON,CA,6/15/1995 20:30
8258,Glendale,Red,FIREBALL,AZ,6/15/1995 21:00
8259,Malvern,Red,TRIANGLE,PA,6/15/1995 21:00
8260,Miami,Red,LIGHT,FL,6/15/1995 21:00
8261,St. Louis,Red,TRIANGLE,MO,6/15/1995 22:00
8262,Roy,Red,SPHERE,WA,6/15/1995 22:20
8263,Pawleys Island,Red,LIGHT,SC,6/15/1995 23:00
8264,Freeport,Red,LIGHT,FL,6/16/1995 0:00
8265,Toledo,Red,LIGHT,OH,6/17/1995 0:00
8266,Croton Falls,Red,OVAL,NY,6/18/1995 0:35
8267,Fall River,Red,LIGHT,MA,6/18/1995 21:45
8268,Las Vegas,GREEN,SPHERE,NV,6/19/1995 2:30
8269,Adair County,Red,LIGHT,IA,6/19/1995 22:00
8270,Belle Plaine,Red,TRIANGLE,KS,6/19/1995 22:00
8271,Cottonwood,YELLOW,LIGHT,CA,6/19/1995 23:45
8272,Howell,Red,OVAL,NJ,6/20/1995 2:00
8273,Multi,Red,VARIOUS,OH,6/20/1995 2:00
8274,Commerce,Red,CIRCLE,TX,6/20/1995 9:30
8275,Mascoutah,Red,SPHERE,IL,6/20/1995 14:00
8276,Hewitt,Red,CIGAR,TX,6/20/1995 18:00
8277,Winchester,Red,CIRCLE,WI,6/20/1995 23:00
8278,Cameron,Red,LIGHT,MO,6/21/1995 0:56
8279,Oregon City,Red,LIGHT,OR,6/21/1995 21:30
8280,Chelsea,Red,LIGHT,MA,6/22/1995 0:00
8281,Salem,Red,RECTANGLE,OH,6/22/1995 2:00
8282,Raton,Red,LIGHT,NM,6/22/1995 13:30
8283,Amarillo,Red,TRIANGLE,TX,6/22/1995 15:00
8284,Monroe,Red,LIGHT,WA,6/23/1995 0:01
8285,Austin,Red,DISK,NV,6/23/1995 3:00
8286,Austin,ORANGE,DISK,NV,6/23/1995 3:00
8287,Buena Park,Red,LIGHT,CA,6/23/1995 22:30
8288,Kirkland,Red,LIGHT,WA,6/24/1995 0:10
8289,Los Angeles County,Red,TRIANGLE,CA,6/24/1995 0:30
8290,Snoqualmie,BLUE,LIGHT,WA,6/24/1995 14:30
8291,Florence,Red,LIGHT,AL,6/24/1995 21:52
8292,Farmingdale,Red,LIGHT,NY,6/24/1995 22:30
8293,Sibley County,Red,LIGHT,MN,6/24/1995 22:45
8294,Portland,Red,LIGHT,OR,6/25/1995 0:00
8295,Mojave Desert,Red,DISK,CA,6/25/1995 9:00
8296,Tumwater,Red,LIGHT,WA,6/25/1995 16:22
8297,Batesburg,Red,LIGHT,SC,6/25/1995 19:00
8298,Sioux Falls,RED,LIGHT,SD,6/25/1995 22:45
8299,Cherry Hill,Red,LIGHT,NJ,6/27/1995 12:00
8300,Endicott,Red,LIGHT,NY,6/27/1995 21:30
8301,Portland,Red,VARIOUS,ME,6/28/1995 21:00
8302,New Providence,Red,LIGHT,NJ,6/28/1995 21:45
8303,Irving,Red,LIGHT,TX,6/28/1995 22:20
8304,Tacoma,Red,LIGHT,WA,6/28/1995 22:25
8305,Lisbon,Red,LIGHT,ME,6/28/1995 23:00
8306,Klamath Falls,Red,LIGHT,OR,6/29/1995 0:00
8307,Mankato,Red,OTHER,MN,6/29/1995 22:45
8308,Port Angeles,Red,LIGHT,WA,6/30/1995 0:00
8309,Canton,Red,LIGHT,OH,6/30/1995 2:00
8310,Northport,Red,LIGHT,NY,6/30/1995 10:00
8311,Gold Point,Red,CIGAR,NV,6/30/1995 12:00
8312,Grass Valley,Red,CIRCLE,CA,6/30/1995 13:00
8313,Medford,Red,DISK,OR,6/30/1995 15:00
8314,Corpus Christi,Red,CIRCLE,TX,6/30/1995 18:00
8315,Olathe,Red,LIGHT,KS,6/30/1995 19:20
8316,Portland,Red,FORMATION,ME,6/30/1995 22:00
8317,Rockwood,Red,VARIOUS,MI,6/30/1995 22:00
8318,Longbranch,Red,LIGHT,WA,7/1/1995 0:00
8319,New York City,Red,CIRCLE,NY,7/1/1995 0:00
8320,Farmington,GREEN,CONE,NM,7/1/1995 1:00
8321,Mesa,Red,LIGHT,AZ,7/1/1995 2:00
8322,Myrtle Beach,Red,LIGHT,SC,7/1/1995 3:15
8323,Bellevue,Red,LIGHT,NE,7/1/1995 4:30
8324,Greenville,Red,OVAL,SC,7/1/1995 5:45
8325,Kittanning,Red,CIRCLE,PA,7/1/1995 9:00
8326,Wedowee,Red,SPHERE,AL,7/1/1995 19:00
8327,Seymour,Red,OTHER,IN,7/1/1995 21:00
8328,Broughtontown,Red,SPHERE,KY,7/1/1995 22:00
8329,Neenah,Red,TRIANGLE,WI,7/1/1995 22:00
8330,Ocean Shores,Red,LIGHT,WA,7/1/1995 22:30
8331,Wenksville,Red,LIGHT,PA,7/1/1995 23:00
8332,Pendleton,Red,OTHER,NY,7/2/1995 13:30
8333,Winnemucca,RED,LIGHT,NV,7/2/1995 23:15
8334,Glendale,RED,LIGHT,AZ,7/3/1995 0:30
8335,Inspiration Pt.,Red,LIGHT,CA,7/3/1995 10:30
8336,Bremerton,RED,LIGHT,WA,7/4/1995 0:00
8337,San Antonio,YELLOW,LIGHT,TX,7/4/1995 0:00
8338,Lakeport,Red,LIGHT,CA,7/4/1995 18:00
8339,Woodlake,RED GREEN,CYLINDER,CA,7/4/1995 20:50
8340,Orlando,YELLOW,LIGHT,FL,7/4/1995 21:30
8341,Tacoma,RED,CIRCLE,WA,7/4/1995 22:00
8342,New Port Richey,Red,TRIANGLE,FL,7/4/1995 23:00
8343,West Milford,Red,TRIANGLE,NJ,7/7/1995 1:30
8344,Murfreesboro,Red,OVAL,TN,7/7/1995 21:30
8345,Aurora,Red,LIGHT,IL,7/7/1995 23:59
8346,Ravenna,Red,LIGHT,OH,7/8/1995 23:00
8347,Mojave Desert,Red,OTHER,CA,7/9/1995 12:00
8348,Versailles,Red,LIGHT,MO,7/9/1995 23:00
8349,Versailles,Red,LIGHT,MO,7/9/1995 23:00
8350,Bonanza,YELLOW,LIGHT,OR,7/10/1995 21:50
8351,Fircrest,Red,LIGHT,WA,7/11/1995 22:30
8352,Salt Lake City,Red,DISK,UT,7/12/1995 4:00
8353,Necedah,Red,LIGHT,WI,7/12/1995 15:00
8354,Olivet,Red,DISK,MI,7/14/1995 14:00
8355,Lake Havasu City,Red,LIGHT,AZ,7/14/1995 19:00
8356,Seattle,Red,LIGHT,WA,7/14/1995 22:10
8357,Abilene,Red,SPHERE,TX,7/15/1995 0:00
8358,Hesperia,ORANGE,FIREBALL,CA,7/15/1995 0:00
8359,Massachussetts Highway rest stop,Red,CIRCLE,MA,7/15/1995 0:00
8360,Steelville,Red,CONE,MO,7/15/1995 1:00
8361,Buena Park,Red,LIGHT,CA,7/15/1995 1:30
8362,Arkadelphia,Red,SPHERE,TX,7/15/1995 2:00
8363,Acworth,Red,CIRCLE,GA,7/15/1995 5:30
8364,Auburn,Red,LIGHT,WA,7/15/1995 7:10
8365,Illinois,Red,TRIANGLE,WI,7/15/1995 12:00
8366,Seattle,Red,LIGHT,WA,7/15/1995 15:20
8367,Seattle,GREEN,LIGHT,WA,7/15/1995 15:20
8368,Spokane,Red,DISK,WA,7/15/1995 19:00
8369,Penrose,Red,LIGHT,CO,7/15/1995 19:30
8370,Salem,YELLOW,EGG,NH,7/15/1995 20:00
8371,Urbana,Red,CIRCLE,OH,7/15/1995 20:00
8372,Brooklyn,Red,CIGAR,OH,7/15/1995 21:00
8373,Kensington,RED,LIGHT,CT,7/15/1995 21:00
8374,Methuen,YELLOW,OVAL,MA,7/15/1995 21:00
8375,East Tacoma,Red,DISK,WA,7/15/1995 21:30
8376,Santa Ana,Red,OTHER,CA,7/15/1995 22:00
8377,South Prarie,Red,FIREBALL,WA,7/15/1995 22:30
8378,Norman,Red,SPHERE,OK,7/15/1995 23:00
8379,Carthage,Red,LIGHT,IL,7/15/1995 23:30
8380,Edmonds,Red,LIGHT,WA,7/15/1995 23:49
8381,Santa Ana,Red,LIGHT,CA,7/16/1995 1:40
8382,Macon,Red,LIGHT,GA,7/16/1995 12:15
8383,Cherry Hill,Red,LIGHT,NJ,7/16/1995 15:00
8384,Ringgold,Red,TRIANGLE,GA,7/16/1995 20:00
8385,Boone,RED,OVAL,NC,7/16/1995 21:30
8386,Holland County,Red,VARIOUS,AR,7/17/1995 1:30
8387,Fort Worth,Red,SPHERE,TX,7/18/1995 23:00
8388,Birmingham,Red,LIGHT,AL,7/19/1995 0:30
8389,Sacramento,BLUE,LIGHT,CA,7/19/1995 1:30
8390,Clinton Township,Red,OVAL,MI,7/19/1995 21:00
8391,Pacific,Red,LIGHT,WA,7/19/1995 22:40
8392,Henry,Red,LIGHT,TN,7/20/1995 2:00
8393,Port Orchard,Red,LIGHT,WA,7/20/1995 2:15
8394,Atlanta,Red,CIRCLE,GA,7/20/1995 12:30
8395,Mandan,Red,OTHER,ND,7/20/1995 16:00
8396,Vista,Red,LIGHT,CA,7/20/1995 21:32
8397,Arlington,Red,FORMATION,MA,7/20/1995 22:00
8398,Renton,Red,LIGHT,WA,7/20/1995 22:25
8399,Bellevue,Red,LIGHT,WA,7/20/1995 23:00
8400,Philadelphia,RED,LIGHT,PA,7/21/1995 23:15
8401,Santa Clara,Red,LIGHT,CA,7/22/1995 10:30
8402,Redding,Red,LIGHT,CA,7/22/1995 20:00
8403,Springfield,Red,LIGHT,IL,7/22/1995 20:00
8404,Snake River,Red,LIGHT,ID,7/23/1995 23:00
8405,Olympia,Red,LIGHT,WA,7/24/1995 3:00
8406,Tooele,Red,LIGHT,UT,7/24/1995 21:00
8407,Arlington,Red,LIGHT,IL,7/24/1995 22:30
8408,Ocate,Red,LIGHT,NM,7/25/1995 9:35
8409,West Seattle,Red,LIGHT,WA,7/25/1995 15:00
8410,Chula Vista,Red,CIRCLE,CA,7/25/1995 19:00
8411,Marion,Red,LIGHT,SD,7/25/1995 20:30
8412,Mason City,Red,LIGHT,IA,7/26/1995 22:30
8413,Belleville,Red,LIGHT,IL,7/27/1995 1:00
8414,Buffalo,Red,DISK,NY,7/27/1995 3:00
8415,Beaverton,Red,LIGHT,OR,7/27/1995 13:52
8416,Riverside,Red,LIGHT,CA,7/27/1995 21:30
8417,Rochester,RED GREEN,LIGHT,NY,7/27/1995 23:20
8418,Bakersfield,Red,LIGHT,CA,7/28/1995 0:01
8419,Belmont,Red,LIGHT,CA,7/28/1995 0:10
8420,Folsom,Red,LIGHT,CA,7/28/1995 0:15
8421,Seattle,Red,LIGHT,WA,7/28/1995 3:45
8422,Racine,Red,LIGHT,WI,7/28/1995 14:00
8423,Wauwatosa,BLUE,SPHERE,WI,7/28/1995 15:15
8424,Clarksville,RED,LIGHT,VA,7/28/1995 23:10
8425,Parshallville,Red,LIGHT,MI,7/29/1995 2:00
8426,Puyallup,Red,LIGHT,WA,7/29/1995 13:52
8427,Culver City,Red,LIGHT,CA,7/29/1995 22:30
8428,Portland,Red,LIGHT,OR,7/29/1995 22:30
8429,San Fernando,Red,LIGHT,CA,7/30/1995 0:10
8430,Bolivia,Red,LIGHT,NC,7/30/1995 1:06
8431,Baltimore,Red,LIGHT,MD,7/30/1995 22:00
8432,Chippewa Falls,Red,CIRCLE,WI,7/30/1995 22:00
8433,Newtown,Red,LIGHT,CT,7/30/1995 22:00
8434,Highpoint,Red,LIGHT,NC,7/30/1995 22:05
8435,San Fernando,BLUE,LIGHT,CA,7/30/1995 22:45
8436,Trenton,Red,LIGHT,NJ,7/31/1995 0:00
8437,Sarasota,Red,LIGHT,FL,7/31/1995 21:30
8438,Morris Plains,Red,LIGHT,NJ,7/31/1995 23:45
8439,London,Red,TEARDROP,OH,8/1/1995 0:00
8440,Van Nuys,Red,VARIOUS,CA,8/1/1995 1:45
8441,South East Merced,Red,DIAMOND,CA,8/1/1995 14:00
8442,Las Vegas,Red,FLASH,NV,8/1/1995 18:00
8443,Jack Fork Mountains,Red,LIGHT,OK,8/1/1995 21:45
8444,Pflugerville,Red,SPHERE,TX,8/1/1995 22:00
8445,Tacoma,Red,LIGHT,WA,8/1/1995 22:10
8446,Seattle,Red,LIGHT,WA,8/1/1995 22:45
8447,South Beach,Red,TRIANGLE,FL,8/1/1995 23:00
8448,Stanwood,Red,LIGHT,WA,8/2/1995 13:30
8449,Deming,Red,LIGHT,NM,8/2/1995 19:34
8450,Lynnwood,BLUE,LIGHT,WA,8/2/1995 22:35
8451,Aurora,Red,LIGHT,CO,8/3/1995 23:00
8452,Hazel Dell,Red,LIGHT,WA,8/4/1995 1:00
8453,Bellevue,Red,LIGHT,WA,8/4/1995 1:15
8454,Lynnwood,Red,LIGHT,WA,8/4/1995 2:05
8455,Vancouver,Red,LIGHT,WA,8/4/1995 2:40
8456,Shelton,Red,LIGHT,WA,8/4/1995 20:00
8457,Nashua,Red,RECTANGLE,NH,8/4/1995 21:30
8458,Sacramento,Red,LIGHT,CA,8/4/1995 21:35
8459,Crescent Lake,YELLOW,LIGHT,WA,8/4/1995 22:30
8460,Santa Rosa,Red,LIGHT,CA,8/4/1995 23:00
8461,Bothell,Red,LIGHT,WA,8/4/1995 23:15
8462,Richmond,Red,OTHER,KY,8/5/1995 1:05
8463,Santee,Red,LIGHT,CA,8/5/1995 18:37
8464,Woodland,Red,LIGHT,WA,8/5/1995 21:30
